conglomerado,vivienda,hogar,cod_persona,sexo,edad,estado_civil,dominio_geografico,ubigeo,estrato,nivel_educativo,anios_educacion,trabajo_semana_pasada,ocupacion,categoria_ocupacional,tipo_empleador,tipo_contrato,horas_trabajadas_semanal,anios_en_ocupacion,tamano_empresa,ingreso_laboral_anual
15870,57,11,3,1,31,6,5,50601,7,7.0,1,1.0,4100,4,6,7,25,0,1,7196.0
15871,42,11,1,1,39,6,5,51005,8,5.0,3,1.0,4210,4,6,2,46,0, ,18551.0
15871,43,11,1,1,33,1,5,51005,8,10.0,5,1.0,729,4,6,2,70,2, ,23877.0
15871,45,11,1,1,63,5,5,51005,8,3.0,4,1.0,9499,3,6,7,24,1, ,4668.0
15871,97,11,1,1,57,5,5,51005,8,6.0,5,1.0,729,4,6,2,70,19, ,26510.0
15871,98,11,1,1,40,2,5,51005,8,6.0,5,1.0,729,4,6,7,70,14, ,26510.0
15872,18,11,4,1,17,6,5,51106,6,5.0,4,1.0,121,4,6,7,60,0, ,17515.0
15872,72,11,1,1,58,1,5,51106,6,6.0,5,1.0,8411,4,2,1,43,15, ,13745.0
15873,5,11,2,2,52,2,5,50903,6,6.0,5,1.0,4721,3,6,7,17,0,1,2982.0
15873,5,11,3,2,25,6,5,50903,6,6.0,5,1.0,4210,4,6,7,32,0, ,3578.0
15873,12,11,4,1,15,6,5,50903,6,5.0,2,1.0,4100,4,6,7,8,0, ,2580.0
15873,12,11,5,1,14,6,5,50903,6,5.0,1,1.0,4100,4,6,7,8,0, ,2580.0
15874,60,11,2,2,17,6,5,50505,7,5.0,4,1.0,4922,3,6,7,48,0, ,9575.0
15874,147,11,3,1,19,6,5,50505,7,6.0,5,1.0,4100,4,6,7,42,0, ,6463.0
15874,151,11,3,1,20,6,5,50505,7,6.0,5,1.0,128,4,6,7,14,0,1,6219.0
15874,151,11,6,1,14,6,5,50505,7,5.0,1,1.0,128,4,6,7,24,0, ,360.0
15875,157,11,1,1,51,2,5,50105,7,3.0,0,1.0,113,4,6,7,40,32,1,15850.0
15877,70,11,2,1,45,2,5,50107,8,3.0,0,1.0,4100,4,6,7,45,0, ,17136.0
15878,23,11,3,1,18,6,5,50605,8,6.0,5,1.0,111,4,6,7,24,0,1,7922.0
15879,64,11,2,2,52,1,5,50303,6,4.0,0,1.0,9499,4,6,7,40,0, ,5963.0
15880,3,11,3,1,16,6,5,50908,6,5.0,4,1.0,4100,4,6,7,45,0, ,3665.0
15880,13,11,1,2,56,5,5,50908,6,1.0, ,1.0,9700,6, ,7,42,0, ,3665.0
15880,76,11,1,1,36,1,5,50908,6,10.0,5,1.0,8411,3,2,2,40,1,1,31698.0
15880,88,11,1,1,50,1,5,50908,6,6.0,5,1.0,4100,4,6,7,24,0,1,9506.0
15880,96,11,3,1,27,6,5,50908,6,9.0,1,1.0,4321,3,6,7,20,0, ,3054.0
15881,177,11,3,2,24,6,5,50401,7,6.0,5,1.0,4721,3,6,7,15,0,1,7209.0
15881,179,11,1,2,36,6,5,50401,7,4.0,0,1.0,8412,4,2,5,20,0,1,3605.0
15882,18,11,2,1,34,1,5,50101,7,5.0,2,1.0,4100,4,6,7,46,0,1,9606.0
15882,19,11,1,1,58,1,5,50101,7,10.0,5,1.0,8413,3,2,2,45,0,1,29262.0
15883,145,11,3,2,18,6,5,51106,7,7.0,1,1.0,5610,3,6,7,36,0, ,41367.0
15884,38,11,2,1,70,1,5,50701,7,10.0,5,1.0,8530,3,2,1,40,36,1,34779.0
15886,28,11,3,1,18,6,5,50402,6,6.0,5,1.0,5510,4,6,7,60,0, ,14419.0
15886,131,11,2,2,38,2,5,50402,6,3.0,0,1.0,128,4,6,7,36,0,1,9358.0
15886,158,11,2,1,54,2,5,50402,6,5.0,3,1.0,122,4,6,7,16,0,1,2401.0
15887,47,11,1,1,53,2,5,51004,6,6.0,5,1.0,5629,4,6,2,84,4, ,16719.0
15887,94,11,1,1,70,3,5,51004,6,5.0,4,1.0,8411,4,2,5,25,0,1,4777.0
15888,69,11,1,2,55,6,5,50405,7,6.0,5,1.0,9700,6, ,7,54,0,1,9594.0
15888,71,11,1,1,32,1,5,50405,7,6.0,5,1.0,4730,3,6,7,54,1, ,14391.0
15888,147,11,2,2,26,1,5,50405,7,5.0,2,1.0,128,4,6,7,24,0, ,2872.0
15888,148,11,3,1,17,6,5,50405,7,6.0,5,1.0,122,4,6,7,8,0, ,839.0
15888,148,11,4,1,15,6,5,50405,7,5.0,1,1.0,122,4,6,7,8,0, ,480.0
15888,149,11,2,2,48,2,5,50405,7,5.0,1,1.0,128,4,6,7,24,0,1,4664.0
15888,151,11,3,1,32,5,5,50405,7,3.0,0,1.0,4100,4,6,7,24,0, ,9328.0
15889,8,11,3,2,19,6,5,50104,7,6.0,5,1.0,113,4,6,7,30,0,1,1501.0
15889,8,11,5,1,14,6,5,50104,7,4.0,0,1.0,113,4,6,7,8,0,1,2596.0
15889,63,11,1,2,43,5,5,50104,7,4.0,0,1.0,113,4,6,7,18,0, ,4202.0
15889,65,11,3,2,20,6,5,50104,7,7.0,2,1.0,4730,3,6,7,8,1,1,3116.0
15889,67,11,5,1,18,6,5,50104,7,5.0,3,1.0,113,4,6,7,30,0, ,3002.0
15889,68,11,3,2,39,6,5,50104,7,3.0,0,1.0,150,4,6,7,40,0,1,3598.0
15890,41,11,3,2,21,6,5,50201,7,7.0,3,1.0,4772,3,6,7,30,0, ,6631.0
15890,41,11,4,1,16,6,5,50201,7,5.0,4,1.0,113,4,6,7,8,0,1,964.0
15890,44,11,3,1,26,6,5,50201,7,7.0,2,1.0,4100,4,6,7,33,0, ,12487.0
15890,44,11,4,1,23,6,5,50201,7,9.0,2,1.0,4100,4,6,7,16,0, ,5203.0
15890,44,11,5,2,19,6,5,50201,7,8.0,3,1.0,4772,3,6,7,24,0, ,1929.0
15890,129,11,2,2,15,6,5,50201,7,5.0,3,1.0,113,4,6,7,6,0, ,362.0
15890,130,11,1,1,41,1,5,50201,7,8.0,5,1.0,8521,3,2,6,30,0,1,34119.0
15890,132,11,2,1,60,1,5,50201,7,4.0,5,1.0,113,4,6,7,24,6, ,4682.0
15890,132,11,3,1,22,6,5,50201,7,7.0,1,1.0,113,4,6,7,8,0, ,2081.0
15890,132,11,4,2,17,6,5,50201,7,6.0,5,1.0,9700,6, ,7,35,0, ,3617.0
15891,9,11,3,1,24,6,5,50701,7,6.0,5,1.0,729,4,6,2,70,1, ,19824.0
15891,9,11,4,1,19,6,5,50701,7,6.0,5,1.0,729,4,6,2,70,1, ,19824.0
15891,11,11,1,1,42,2,5,50701,7,4.0,0,1.0,729,4,6,2,70,3, ,13853.0
15891,11,11,3,1,19,6,5,50701,7,6.0,5,1.0,125,4,6,7,48,0, ,15492.0
15891,59,11,1,1,34,2,5,50701,7,4.0,0,1.0,710,3,6,2,84,0, ,16958.0
15892,4,11,1,1,51,6,5,50610,8,4.0,0,1.0,122,4,6,7,32,0,1,5474.0
15893,35,11,3,1,21,6,5,50103,6,8.0,3,1.0,111,4,6,7,46,0, ,2250.0
15893,53,11,3,1,15,6,5,50103,6,5.0,3,1.0,111,4,6,7,24,0,1,5742.0
15893,89,11,2,2,36,1,5,50103,6,6.0,5,1.0,8412,3,2,4,25,3,1,6690.0
15894,4,11,1,2,31,5,5,50613,6,6.0,5,1.0,729,4,6,7,36,0, ,14168.0
15894,9,11,1,1,48,1,5,50613,6,3.0,0,1.0,122,4,6,7,48,20, ,10086.0
15894,9,11,2,2,44,1,5,50613,6,3.0,0,1.0,122,4,6,7,16,0, ,2882.0
15894,9,11,3,1,26,6,5,50613,6,6.0,5,1.0,111,4,6,7,32,3, ,2882.0
15894,13,11,2,2,57,1,5,50613,6,3.0,1,1.0,729,4,6,7,42,5,1,17290.0
15894,25,11,2,1,47,1,5,50613,6,3.0,0,1.0,729,4,6,7,48,0,1,27522.0
15894,25,11,3,1,26,6,5,50613,6,6.0,5,1.0,4520,4,6,7,56,0, ,14408.0
15894,25,11,4,1,25,6,5,50613,6,6.0,5,1.0,729,4,6,7,24,0, ,2882.0
15894,28,11,3,1,21,6,5,50613,6,6.0,5,1.0,729,4,6,7,46,0,1,21313.0
15895,105,11,3,1,18,6,5,50508,7,6.0,5,1.0,4100,4,6,7,48,0, ,10061.0
15895,105,11,4,2,15,6,5,50508,7,5.0,3,1.0,4782,3,6,7,14,0, ,1549.0
15896,71,11,3,1,24,6,5,50102,7,9.0,3,1.0,8549,3,6,2,18,0, ,10093.0
15896,72,11,3,1,18,6,5,50102,7,6.0,5,1.0,9103,4,6,7,16,0,1,9612.0
15896,146,11,1,2,34,5,5,50102,7,7.0,1,1.0,8510,4,6,7,40,0,1,7209.0
15896,147,11,3,2,19,6,5,50102,7,7.0,1,1.0,4772,3,6,7,63,0, ,6609.0
15897,13,11,1,1,32,2,5,51105,7,5.0,4,1.0,4100,4,6,7,48,0,1,17380.0
15897,16,11,3,1,16,6,5,51105,7,5.0,4,1.0,4100,4,6,7,24,0,1,2195.0
15897,75,11,1,1,33,2,5,51105,7,6.0,5,1.0,150,4,6,7,40,1,1,5489.0
15900,59,11,2,2,38,1,5,51006,6,5.0,2,1.0,8412,4,2,5,25,0,1,3950.0
15900,69,11,3,2,19,6,5,51006,6,6.0,5,1.0,5610,3,6,7,56,0, ,7900.0
15901,151,11,1,1,64,2,5,50804,6,8.0,5,1.0,8521,3,2,1,30,39, ,9772.0
15902,143,11,2,1,36,1,5,50114,7,3.0,0,1.0,113,4,6,7,32,0, ,10342.0
15906,8,11,1,1,61,2,5,50403,6,3.0,1,1.0,127,4,6,7,41,0,1,5745.0
15907,93,11,1,1,54,2,5,50612,6,6.0,5,1.0,8510,4,2,1,40,3,1,20430.0
15907,107,11,1,1,47,6,5,50612,6,4.0,0,1.0,113,4,6,7,36,27, ,9758.0
15909,14,11,3,1,19,6,5,50103,7,6.0,5,1.0,729,4,6,7,72,0, ,27528.0
15910,126,11,2,2,50,2,5,51108,7,5.0,2,1.0,5610,4,6,7,14,1,1,1830.0
15910,128,11,3,2,21,6,5,51108,7,6.0,5,1.0,9700,6, ,7,72,0, ,6099.0
15911,32,11,3,1,19,6,5,50403,8,6.0,5,1.0,111,4,6,7,14,0, ,4446.0
15911,42,11,3,1,17,6,5,50403,8,6.0,5,1.0,111,4,6,7,32,0,1,3304.0
15911,46,11,3,1,16,6,5,50403,8,5.0,4,1.0,4781,3,6,7,70,0, ,6248.0
15912,21,11,2,1,55,2,5,50205,6,6.0,5,1.0,8510,3,2,1,40,16,1,15431.0
15912,65,11,3,2,15,6,5,50205,6,5.0,3,1.0,4781,3,6,7,6,2,1,1551.0
15912,65,11,6,1,20,1,5,50205,6,6.0,5,1.0,4210,4,6,7,45,0, ,18290.0
15913,109,11,3,2,16,6,5,50501,7,5.0,3,1.0,9700,6, ,7,24,0, ,953.0
15913,111,11,2,2,22,1,5,50501,7,6.0,5,1.0,4220,4,6,7,73,0,1,19798.0
15914,33,11,3,1,17,6,5,50106,7,6.0,5,1.0,4630,4,6,7,48,0, ,11485.0
15914,35,11,3,1,14,6,5,50106,7,5.0,2,1.0,150,4,6,7,8,0,1,1703.0
15914,155,11,3,1,26,6,5,50106,7,6.0,5,1.0,150,4,6,7,16,0,1,8393.0
15914,158,11,3,1,18,6,5,50106,7,6.0,5,1.0,150,4,6,7,40,0,1,2798.0
15916,79,11,3,1,16,6,5,51012,7,5.0,4,1.0,111,4,6,7,7,0, ,1566.0
15918,18,11,2,1,42,2,5,50803,8,4.0,0,1.0,8413,4,2,5,40,0,1,10126.0
15918,18,11,4,2,21,1,5,50803,8,8.0,3,1.0,8413,4,2,5,40,0,1,9726.0
15918,18,11,5,1,26,1,5,50803,8,6.0,5,1.0,111,4,6,7,32,0, ,6236.0
15918,21,11,1,1,53,1,5,50803,8,6.0,5,1.0,8412,4,2,5,20,0,1,7745.0
15919,77,11,2,2,20,6,5,50114,6,6.0,5,1.0,9700,6, ,7,48,0, ,5527.0
15919,84,11,3,1,25,1,5,50114,6,8.0,3,1.0,4210,3,6,5,48,0, ,24632.0
15920,7,11,1,1,40,5,5,50616,6,6.0,5,1.0,111,4,6,7,40,1, ,13215.0
15920,12,11,1,1,28,5,5,50616,6,6.0,5,1.0,729,4,6,2,84,1, ,19068.0
15920,20,11,1,2,27,5,5,50616,6,6.0,5,1.0,8411,4,2,5,40,0, ,9587.0
15921,2,11,2,2,43,5,5,50501,7,4.0,0,1.0,9700,6, ,7,70,0, ,5619.0
15921,4,11,3,1,23,6,5,50501,7,6.0,5,1.0,111,4,6,7,24,0,1,2809.0
15921,256,11,3,2,18,6,5,50501,7,6.0,5,1.0,4649,3,6,7,48,0, ,16372.0
15922,29,11,4,1,16,6,5,50102,7,4.0,0,1.0,111,4,6,7,8,0, ,5486.0
15922,32,11,5,2,24,5,5,50102,7,3.0,0,1.0,111,4,6,7,25,0, ,3284.0
15922,211,11,3,1,22,6,5,50102,7,6.0,5,1.0,111,4,6,7,16,0,1,3873.0
15922,212,11,2,2,24,2,5,50102,7,5.0,2,1.0,111,4,6,7,16,0,1,3615.0
15923,56,11,3,1,18,6,5,51101,7,6.0,5,1.0,1071,4,6,7,56,0, ,8513.0
15923,168,11,1,1,28,1,5,51101,7,6.0,5,1.0,4100,4,6,7,46,0,1,20466.0
15924,23,11,3,1,19,6,5,50502,8,7.0,1,1.0,4530,3,6,7,33,0, ,7804.0
15924,89,11,2,1,18,6,5,50502,8,6.0,5,1.0,127,4,6,7,18,0, ,2773.0
15926,4,11,3,1,26,6,5,51105,6,7.0,2,1.0,150,4,6,7,35,1,1,5546.0
15927,23,11,1,2,46,5,5,50606,6,5.0,4,1.0,141,4,6,7,45,1, ,3291.0
15927,50,11,1,1,48,2,5,50606,6,8.0,3,1.0,8610,3,2,1,54,11,1,25613.0
15927,135,11,3,1,34,6,5,50606,6,6.0,5,1.0,4100,4,6,7,48,0,1,12641.0
15928,94,11,2,2,17,6,5,50114,7,6.0,5,1.0,4799,3,6,7,35,0, ,1688.0
15928,248,11,3,1,24,1,5,50114,7,6.0,5,1.0,4100,4,6,7,48,0, ,12747.0
15929,124,11,7,2,21,6,5,50205,7,5.0,2,1.0,150,4,6,7,56,0, ,16177.0
15930,22,11,2,2,48,1,5,50301,7,3.0,0,1.0,150,4,6,7,21,0,1,10772.0
15930,22,11,4,1,23,6,5,50301,7,6.0,5,1.0,3290,4,6,7,49,2, ,12899.0
15931,7,11,1,1,23,1,5,50202,8,4.0,0,1.0,127,4,6,7,48,0, ,11619.0
15931,34,11,4,1,23,6,5,50202,8,9.0,2,1.0,4100,4,6,7,8,0, ,489.0
15932,136,11,3,2,17,6,5,51012,6,6.0,5,1.0,4711,3,6,7,14,0, ,6028.0
15932,136,11,4,1,16,6,5,51012,6,5.0,3,1.0,4721,3,6,7,1,0,1,362.0
15935,23,11,4,1,19,6,5,50206,7,6.0,5,1.0,111,4,6,7,8,0,1,2077.0
15935,123,11,3,1,35,6,5,50206,7,8.0,3,1.0,111,4,6,7,32,4,1,3118.0
15936,23,11,3,2,21,6,5,50612,7,6.0,5,1.0,121,4,6,7,40,0, ,12899.0
15937,6,11,3,2,17,6,5,51108,8,6.0,5,1.0,113,4,6,7,30,0,1,2982.0
15937,6,11,4,2,20,5,5,51108,8,6.0,5,1.0,113,4,6,7,36,0,1,5959.0
15937,8,11,2,2,23,1,5,51108,8,5.0,4,1.0,113,4,6,7,36,0,1,6708.0
15937,61,11,1,1,50,2,5,51108,8,3.0,0,1.0,4210,4,6,7,78,0, ,14669.0
15939,90,11,1,2,57,3,5,50702,6,4.0,0,1.0,4799,3,6,7,32,2, ,6205.0
15940,48,11,2,2,38,2,5,50403,7,6.0,5,1.0,111,4,6,7,12,0,1,3119.0
15940,48,11,3,1,16,6,5,50403,7,5.0,3,1.0,4100,4,6,7,14,0, ,6231.0
15941,103,11,2,1,24,6,5,50108,7,7.0,2,1.0,111,4,6,7,16,0,1,961.0
15941,103,11,3,2,22,6,5,50108,7,6.0,5,1.0,111,4,6,7,10,0,1,2600.0
15943,33,11,1,1,40,1,5,50806,7,6.0,5,1.0,4210,4,6,2,48,1, ,21193.0
15943,33,11,3,2,18,6,5,50806,7,6.0,5,1.0,1050,4,6,7,84,1, ,7329.0
15945,61,11,2,2,28,1,7,50507,7,6.0,5,1.0,9499,4,6,2,30,0,1,7234.0
15945,64,11,2,2,44,1,7,50507,7,4.0,0,1.0,128,4,6,7,24,0,1,2893.0
15945,151,11,2,2,23,1,7,50507,7,3.0,0,1.0,128,4,6,7,21,0,1,1447.0
15946,198,11,1,1,58,1,7,50510,7,10.0,5,1.0,8510,3,2,1,30,30,1,15452.0
15947,113,11,4,2,28,3,7,50409,7,6.0,5,1.0,128,4,6,7,24,0,1,7209.0
15947,116,11,1,2,19,6,7,50409,7,5.0,4,1.0,5610,3,6,7,70,0, ,12218.0
15948,16,11,6,2,15,6,7,50510,6,5.0,3,1.0,5610,3,6,7,20,0, ,3122.0
15948,24,11,1,2,48,1,7,50510,6,1.0, ,1.0,127,4,6,7,14,4, ,2411.0
15948,24,11,2,1,64,1,7,50510,6,1.0, ,1.0,127,4,6,7,40,0, ,6028.0
15948,24,11,3,2,15,6,7,50510,6,5.0,1,1.0,5610,4,6,7,24,0, ,1808.0
15948,50,11,2,1,35,1,7,50510,6,5.0,2,1.0,150,4,6,7,48,0,1,27574.0
15948,50,11,3,1,18,6,7,50510,6,6.0,5,1.0,2920,4,6,7,16,0, ,5203.0
15949,3,11,2,1,45,1,7,50509,7,5.0,2,1.0,4100,4,6,7,45,3, ,17644.0
15949,78,11,2,1,24,6,7,50509,7,6.0,5,1.0,128,4,6,7,16,8, ,5793.0
15949,79,11,2,2,45,1,7,50509,7,3.0,0,1.0,128,4,6,7,16,27,1,2897.0
15950,50,11,3,2,17,6,7,50408,7,5.0,4,1.0,127,4,6,7,32,2, ,4513.0
15950,51,11,3,1,21,6,7,50408,7,6.0,5,1.0,128,4,6,7,18,0, ,7373.0
15951,216,11,2,2,29,1,7,50407,7,5.0,1,1.0,128,4,6,7,42,0, ,3280.0
15951,218,11,2,2,32,1,7,50407,7,3.0,0,1.0,128,4,6,7,18,0,1,3575.0
15951,219,11,2,1,20,6,7,50407,7,6.0,5,1.0,128,4,6,7,42,0, ,15982.0
15952,12,11,1,1,65,6,4,60101,2,10.0,5,1.0,9491,3,6,7,28,13, ,19298.0
15953,15,11,1,1,45,1,4,60101,2,10.0,6,1.0,8412,3,2,1,40,13, ,35772.0
15953,15,11,2,2,48,1,4,60101,2,11.0,3,1.0,8412,3,2,6,40,10, ,31002.0
15953,15,11,3,2,23,6,4,60101,2,10.0,5,1.0,8620,3,6,7,20,0, ,7154.0
15953,33,11,1,1,69,2,4,60101,2,8.0,4,1.0,8530,3,2,1,30,40, ,35271.0
15953,33,11,3,2,37,2,4,60101,2,10.0,6,1.0,8530,3,6,1,45,7, ,18363.0
15953,33,11,4,1,42,2,4,60101,2,10.0,5,1.0,8890,3,2,5,30,0, ,35772.0
15953,65,11,1,2,46,5,4,60101,2,10.0,5,1.0,8510,3,6,1,30,13, ,17636.0
15953,117,11,2,1,23,6,4,60101,2,8.0,3,1.0,5610,3,6,2,60,1, ,18874.0
15953,117,11,3,1,30,6,4,60101,2,10.0,5,1.0,9499,3,6,7,40,0,1,41734.0
15954,25,11,1,2,54,3,4,60108,2,3.0,0,1.0,9700,6, ,7,60,0, ,10826.0
15954,25,11,2,2,31,6,4,60108,2,9.0,3,1.0,7830,3,6,2,72,1, ,15938.0
15954,75,12,1,2,29,5,4,60108,2,5.0,4,1.0,5610,4,6,7,40,0,1,8420.0
15954,75,22,1,1,20,1,4,60108,2,5.0,4,1.0,4100,4,6,7,50,5, ,24985.0
15954,123,11,1,1,40,1,4,60108,2,6.0,5,1.0,1050,4,6,1,48,17, ,19053.0
15954,151,11,4,2,27,6,4,60108,2,8.0,3,1.0,5510,3,6,7,48,0, ,12028.0
15955,9,11,1,2,47,3,4,60101,2,11.0,2,1.0,8510,3,2,1,30,13, ,27661.0
15955,77,11,1,2,50,5,4,60101,2,8.0,3,1.0,4799,3,6,7,63,0,1,1504.0
15955,114,11,1,1,54,2,4,60101,2,11.0,2,1.0,8411,3,2,6,32,1,1,36650.0
15955,114,11,2,2,53,2,4,60101,2,11.0,2,1.0,8510,3,2,1,40,0, ,29476.0
15955,142,11,3,1,43,6,4,60101,2,11.0,2,1.0,8530,3,6,2,24,3, ,31414.0
15956,42,11,1,1,50,1,4,60101,2,4.0,0,1.0,4923,3,6,7,52,0, ,15668.0
15956,42,11,2,2,38,1,4,60101,2,5.0,4,1.0,4721,3,6,7,56,3, ,8507.0
15956,42,11,3,1,20,6,4,60101,2,9.0,1,1.0,5630,3,6,2,54,1, ,14584.0
15956,57,11,2,1,31,6,4,60101,2,11.0,1,1.0,8413,3,2,5,40,1, ,30383.0
15956,104,11,1,2,38,5,4,60101,2,4.0,0,1.0,4530,3,6,7,70,2, ,9046.0
15956,118,11,1,2,55,5,4,60101,2,4.0,0,1.0,1410,4,6,7,27,0, ,7834.0
15956,118,11,2,1,29,6,4,60101,2,8.0,3,1.0,729,3,6,2,84,0, ,20320.0
15956,118,11,3,1,22,6,4,60101,2,7.0,2,1.0,4530,3,6,2,45,1, ,14438.0
15956,148,11,1,2,35,5,4,60101,2,7.0,2,1.0,8411,3,2,1,48,6, ,12688.0
15956,163,11,1,1,43,1,4,60101,2,7.0,1,1.0,4721,3,6,7,30,0, ,12153.0
15956,163,11,2,2,39,1,4,60101,2,3.0,0,1.0,121,4,6,2,60,0, ,10938.0
15957,20,11,2,1,20,6,4,60101,2,6.0,5,1.0,4711,3,6,1,24,1, ,5300.0
15957,92,11,1,1,51,1,4,60101,2,6.0,5,1.0,4921,4,6,5,45,15, ,10417.0
15957,92,11,3,1,24,6,4,60101,2,6.0,5,1.0,4921,4,6,7,5,2, ,8433.0
15957,92,11,4,1,22,6,4,60101,2,7.0,1,1.0,4923,4,6,7,34,1, ,26041.0
15957,92,11,5,1,18,6,4,60101,2,7.0,1,1.0,4921,4,6,5,41,0, ,14583.0
15957,116,11,1,1,31,1,4,60101,2,8.0,3,1.0,4100,4,6,7,44,0, ,21875.0
15957,140,11,3,1,17,6,4,60101,2,6.0,5,1.0,2593,4,6,7,18,0,1,5208.0
15957,165,11,3,2,32,5,4,60101,2,10.0,6,1.0,6810,3,6,2,41,1,1,15721.0
15957,165,11,5,2,29,6,4,60101,2,10.0,5,1.0,6419,3,6,3,30,8, ,44584.0
15957,186,11,1,1,43,1,4,60101,2,8.0,3,1.0,729,3,6,1,84,10, ,35633.0
15958,25,11,2,2,27,5,4,60101,2,5.0,3,1.0,9700,6, ,7,20,0, ,4221.0
15958,41,11,1,1,64,2,4,60101,2,10.0,5,1.0,8510,3,2,1,25,38, ,33579.0
15958,41,11,2,2,60,2,4,60101,2,10.0,6,1.0,8510,3,2,1,30,37, ,37149.0
15958,41,11,3,2,34,1,4,60101,2,10.0,5,1.0,8412,3,2,6,40,6, ,47763.0
15958,41,11,4,1,33,1,4,60101,2,10.0,5,1.0,8620,3,6,2,44,0, ,31375.86328125
15958,107,11,1,2,56,6,4,60101,2,10.0,5,1.0,8610,3,6,1,48,23, ,36184.0
15959,6,11,1,1,34,1,4,60101,2,6.0,5,1.0,2511,4,6,7,49,0, ,15488.0
15959,21,11,3,2,25,6,4,60101,2,9.0,4,1.0,9700,6, ,7,12,0,1,10709.0
15959,44,11,3,1,17,6,4,60101,2,5.0,4,1.0,4540,4,6,7,20,0, ,4126.0
15959,57,11,1,1,36,2,4,60101,2,4.0,0,1.0,4100,4,6,7,49,0, ,14308.0
15959,69,11,3,1,26,6,4,60101,2,8.0,3,1.0,729,3,6,2,40,0, ,26178.0
15959,82,11,5,1,23,6,4,60101,2,6.0,5,1.0,4100,4,6,7,24,0, ,8346.0
15960,12,11,1,1,37,2,4,60101,2,10.0,5,1.0,7730,3,6,1,48,6, ,76755.0
15960,12,11,2,2,47,2,4,60101,2,10.0,5,1.0,7730,3,6,2,40,13, ,52830.0
15960,43,11,1,1,48,2,4,60101,2,10.0,5,1.0,729,3,6,1,44,21, ,95167.0
15960,96,11,1,2,36,5,4,60101,2,10.0,5,1.0,7490,3,6,2,48,2, ,44815.0
15961,6,11,1,2,32,6,4,60101,2,8.0,3,1.0,8610,3,2,6,36,4, ,20109.0
15961,22,11,1,1,51,1,4,60101,2,5.0,4,1.0,4100,4,6,7,45,14, ,15488.0
15961,86,11,2,2,42,5,4,60101,2,10.0,5,1.0,8411,3,2,1,40,2, ,15707.0
15961,102,11,2,2,46,1,4,60101,2,10.0,6,1.0,7710,3,6,2,49,10, ,31056.0
15962,39,11,1,1,41,2,4,60101,2,11.0,2,1.0,7830,3,6,2,45,2, ,37673.0
15962,57,11,2,2,50,2,4,60101,2,8.0,3,1.0,8510,3,2,5,23,4,1,6014.0
15962,135,11,1,2,40,5,4,60101,2,7.0,1,1.0,9700,6, ,7,30,5, ,4811.0
15962,154,11,1,2,61,6,4,60101,2,10.0,5,1.0,8412,3,2,6,46,10, ,20917.0
15962,154,11,2,1,36,6,4,60101,2,11.0,2,1.0,8411,3,2,6,40,1, ,47484.0
15962,154,11,3,1,28,1,4,60101,2,10.0,5,1.0,8411,3,2,5,70,0, ,25245.0
15963,2,11,1,1,19,1,4,60101,2,6.0,5,1.0,1410,4,6,5,45,0, ,18762.0
15963,15,11,2,1,30,6,4,60101,2,10.0,6,1.0,8411,3,2,5,40,6, ,36064.0
15963,27,11,1,2,64,2,4,60101,2,8.0,3,1.0,8620,3,6,1,40,27, ,31755.0
15963,27,11,10,2,43,6,4,60101,2,6.0,5,1.0,9700,6, ,7,56,12, ,10819.0
15963,66,11,2,1,42,6,4,60101,2,10.0,5,1.0,8413,3,2,5,56,2, ,78906.0
15963,66,11,3,1,39,2,4,60101,2,11.0,2,1.0,729,3,6,2,56,3, ,77439.0
15963,66,11,4,2,33,2,4,60101,2,11.0,2,1.0,8413,3,2,6,44,0, ,31394.0
15963,82,11,2,1,49,2,4,60101,2,11.0,2,1.0,729,3,6,1,32,4, ,128207.0
15964,77,11,1,1,24,6,4,60101,2,6.0,5,1.0,8423,3,1, ,56,0, ,32778.0
15964,95,11,1,2,47,5,4,60101,2,3.0,0,1.0,9700,6, ,7,25,2,1,3646.0
15964,95,11,3,1,20,6,4,60101,2,9.0,3,1.0,3100,4,6,7,45,0, ,14584.0
15964,112,11,2,2,33,5,4,60101,2,10.0,5,1.0,6201,3,6,2,40,0, ,37007.0
15964,112,11,5,1,29,1,4,60101,2,6.0,5,1.0,4100,4,6,7,56,1, ,20890.0
15964,112,11,8,1,30,1,4,60101,2,10.0,5,1.0,7730,3,6,2,84,0, ,32085.0
15965,7,11,1,1,52,1,4,60101,2,5.0,3,1.0,4100,4,6,7,48,0, ,21685.0
15965,19,11,1,1,63,2,4,60101,2,6.0,5,1.0,8521,3,6,2,40,35, ,19450.0
15965,19,11,4,2,38,5,4,60101,2,10.0,5,1.0,4773,3,6,5,33,3, ,15647.0
15965,43,11,1,1,49,1,4,60101,2,9.0,2,1.0,7310,3,6,7,40,6,1,13240.0
15965,80,11,1,1,55,1,4,60101,2,6.0,5,1.0,111,4,6,7,56,0, ,8846.0
15965,80,11,2,2,54,1,4,60101,2,3.0,0,1.0,111,4,6,7,56,0, ,8726.0
15965,80,11,3,1,36,6,4,60101,2,10.0,5,1.0,8530,3,2,7,19,0,1,8425.0
15965,80,11,4,1,34,6,4,60101,2,6.0,5,1.0,8423,3,1, ,96,9, ,28886.0
15965,80,11,5,1,32,6,4,60101,2,10.0,5,1.0,4630,3,5,5,50,3, ,18054.0
15965,80,11,6,2,30,6,4,60101,2,8.0,3,1.0,5610,3,6,2,62,0, ,12361.0
