conglomerado,vivienda,hogar,cod_persona,sexo,edad,estado_civil,dominio_geografico,ubigeo,estrato,nivel_educativo,anios_educacion,trabajo_semana_pasada,ocupacion,categoria_ocupacional,tipo_empleador,tipo_contrato,horas_trabajadas_semanal,anios_en_ocupacion,tamano_empresa,ingreso_laboral_anual
15795,45,11,2,1,58,2,5,50101,2,10.0,5,1.0,8510,3,2,1,30,30, ,25057.0
15795,45,11,6,2,30,6,5,50101,2,10.0,5,1.0,8610,3,6,7,36,0, ,12163.0
15795,70,11,1,2,42,3,5,50101,2,7.0,1,1.0,9700,6, ,7,36,0, ,5203.0
15796,14,11,2,2,42,2,5,50101,2,6.0,5,1.0,8411,4,2,5,48,0, ,12988.0
15796,14,11,3,2,18,6,5,50101,2,7.0,1,1.0,8411,3,2,5,42,0, ,19824.0
15796,39,11,1,2,56,3,5,50101,2,3.0,0,1.0,9700,6, ,7,18,1, ,5958.0
15796,51,11,1,1,40,1,5,50101,2,9.0,5,1.0,8411,3,2,6,47,0,1,19824.0
15796,74,11,1,2,44,6,5,50101,2,4.0,0,1.0,8129,4,5,2,48,0, ,9532.0
15796,85,11,2,2,27,2,5,50101,2,5.0,3,1.0,9499,4,6,2,20,0,1,8341.0
15797,30,11,1,2,53,6,5,50101,2,7.0,2,1.0,5610,4,6,7,48,0, ,13834.0
15797,77,11,2,2,47,1,5,50101,2,9.0,2,1.0,8411,3,2,5,40,4,1,4865.0
15797,109,11,1,1,53,2,5,50101,2,4.0,0,1.0,4520,4,6,7,70,2, ,24112.0
15797,124,11,2,1,35,1,5,50101,2,4.0,0,1.0,4520,4,6,7,60,4, ,20359.0
15798,17,11,1,1,44,1,5,50110,2,6.0,5,1.0,8412,4,2,5,40,0,1,19946.0
15798,33,11,4,2,19,6,5,50110,2,9.0,1,1.0,8219,3,6,7,15,0, ,3605.0
15798,84,11,1,1,39,5,5,50110,2,10.0,5,1.0,4100,3,6,1,45,16, ,28597.0
15798,116,11,2,2,44,2,5,50110,2,11.0,2,1.0,8510,3,2,1,35,5,1,57554.0
15799,3,11,2,2,31,1,5,50101,2,5.0,1,1.0,4721,3,6,7,42,0, ,7495.0
15799,44,12,1,1,24,6,5,50101,2,6.0,5,1.0,4921,4,6,7,75,0, ,19488.0
15799,44,22,4,1,19,6,5,50101,2,6.0,5,1.0,3100,4,6,7,16,0, ,2077.0
15799,66,11,1,1,55,1,5,50101,2,9.0,1,1.0,4730,3,6,2,72,20, ,12415.0
15799,66,11,3,1,27,6,5,50101,2,9.0,4,1.0,4730,3,6,7,84,0, ,20252.0
15799,66,11,6,1,28,5,5,50101,2,9.0,4,1.0,7110,3,6,5,40,0, ,19932.0
15799,109,11,1,1,61,2,5,50101,2,3.0,4,1.0,4100,4,6,2,46,0, ,24875.0
15799,109,11,3,1,31,6,5,50101,2,10.0,5,1.0,7110,3,6,7,45,0, ,19932.0
15799,131,11,2,2,27,6,5,50101,2,9.0,4,1.0,4772,3,6,7,18,0, ,3116.0
15800,4,11,1,2,28,6,5,50110,2,10.0,6,1.0,9700,6, ,7,26,0, ,6028.0
15800,4,11,2,2,23,6,5,50110,2,8.0,3,1.0,4210,3,6,7,45,0, ,17302.0
15800,169,11,1,1,51,2,5,50110,2,6.0,5,1.0,3100,4,6,7,40,0, ,24052.0
15801,14,11,1,1,38,2,5,50101,2,6.0,5,1.0,4923,4,6,7,44,2,1,21650.0
15801,24,11,3,1,32,6,5,50101,2,3.0,0,1.0,111,4,6,7,48,0, ,13957.0
15801,45,11,1,1,59,2,5,50101,2,5.0,2,1.0,4100,4,6,7,46,0, ,22647.0
15801,45,11,3,2,25,6,5,50101,2,8.0,3,1.0,128,4,6,7,56,0, ,20540.0
15801,55,11,1,2,38,5,5,50101,2,3.0,0,1.0,9700,6, ,7,63,0,1,12377.0
15802,33,11,1,2,52,6,5,50104,2,6.0,5,1.0,9700,6, ,7,50,0, ,5971.0
15802,69,11,1,2,53,5,5,50104,2,11.0,2,1.0,9412,3,6,7,28,0, ,19780.0
15802,106,11,1,1,69,2,5,50104,2,10.0,5,1.0,8423,3,2,1,40,23, ,34436.0
15802,106,11,2,2,64,2,5,50104,2,8.0,3,1.0,8610,3,2,1,36,38, ,20793.0
15802,142,11,1,1,47,2,5,50104,2,8.0,5,1.0,8521,3,2,6,24,0, ,23771.0
15802,142,11,2,2,46,2,5,50104,2,10.0,5,1.0,8521,3,2,1,23,0,1,35627.0
15802,142,11,3,1,20,6,5,50104,2,9.0,1,1.0,5610,3,6,2,30,0, ,5374.0
15803,34,11,2,2,27,6,5,50104,2,7.0,1,1.0,9200,3,6,7,72,0,1,14658.0
15803,99,11,2,1,17,6,5,50104,2,6.0,5,1.0,4100,4,6,7,24,0,1,1832.0
15803,121,11,2,1,15,6,5,50104,2,5.0,3,1.0,2511,4,6,7,18,0, ,489.0
15803,164,11,1,1,67,2,5,50104,2,5.0,4,1.0,8411,3,2,1,40,33, ,21438.0
15803,164,11,3,1,20,6,5,50104,2,9.0,3,1.0,6190,3,6,7,66,0, ,14902.0
15804,20,11,1,2,41,5,5,50110,2,5.0,2,1.0,9311,3,6,7,9,2, ,10441.0
15804,20,11,2,1,17,6,5,50110,2,6.0,5,1.0,5610,4,6,7,6,0, ,1044.0
15804,35,11,2,1,19,6,5,50110,2,6.0,5,1.0,2511,4,6,7,33,0, ,3132.0
15804,79,11,1,1,32,1,5,50110,2,6.0,5,1.0,4921,4,6,7,84,1, ,15139.0
15804,79,11,2,2,26,1,5,50110,2,6.0,5,1.0,8521,4,6,7,48,0, ,10947.0
15805,6,11,2,2,28,6,5,50101,2,9.0,4,1.0,4922,3,6,2,48,7, ,13382.0
15805,16,11,3,2,25,6,5,50101,2,10.0,5,1.0,8510,3,6,2,39,0, ,17361.0
15805,47,11,1,2,38,6,5,50101,2,4.0,0,1.0,4752,3,6,7,66,4, ,16035.0
15805,47,11,2,1,21,6,5,50101,2,6.0,5,1.0,4630,4,6,7,54,0, ,10851.0
15806,37,11,3,2,42,5,5,50101,2,11.0,2,1.0,8411,3,2,2,43,0, ,44724.94921875
15806,56,11,1,2,51,6,5,50101,2,7.0,2,1.0,8411,3,2,6,48,15, ,9532.0
15806,94,11,2,2,36,1,5,50101,2,10.0,5,1.0,8610,3,2,6,54,0, ,23771.0
15806,132,11,1,1,65,2,5,50101,2,10.0,5,1.0,7110,3,6,7,14,0, ,4766.0
15806,132,11,3,1,30,6,5,50101,2,10.0,5,1.0,8411,3,2,5,49,1, ,39619.0
15806,132,11,4,1,27,6,5,50101,2,10.0,5,1.0,4210,3,6,7,40,0, ,39619.0
15806,188,11,1,1,43,6,5,50101,2,10.0,5,1.0,8610,3,2,1,48,10, ,52786.0
15807,15,11,1,1,50,2,5,50115,2,6.0,5,1.0,8411,3,2,1,40,10, ,19884.0
15807,15,11,3,1,21,6,5,50115,2,8.0,3,1.0,8510,3,6,2,40,0, ,23287.0
15808,100,11,4,1,27,6,5,50110,2,8.0,3,1.0,6492,3,6,7,40,1, ,14312.0
15808,100,11,5,1,36,5,5,50110,2,9.0,3,1.0,4330,4,6,7,45,0, ,18784.0
15808,117,11,3,1,24,6,5,50110,2,10.0,5,1.0,8411,3,2,2,40,0, ,14312.0
15808,177,11,1,1,52,2,5,50110,2,3.0,0,1.0,4100,4,6,7,40,0, ,7156.0
15809,22,11,1,2,36,5,5,50116,2,6.0,5,1.0,4921,3,6,7,60,0, ,16222.0
15810,70,11,1,2,43,6,5,50101,2,11.0,1,1.0,9499,3,6,2,40,5, ,46574.0
15810,96,11,1,1,64,2,5,50101,2,9.0,4,1.0,8530,3,2,1,41,27, ,36197.0
15810,132,11,1,2,57,5,5,50101,2,8.0,5,1.0,8510,3,2,1,30,33, ,37200.0
15811,90,11,2,2,53,2,5,50110,2,8.0,3,1.0,8430,3,2,1,40,17,1,29072.0
15811,90,11,3,1,25,6,5,50110,2,10.0,5,1.0,4630,3,6,2,45,4, ,17590.0
15812,34,11,1,1,54,6,5,50116,2,6.0,5,1.0,8411,4,2,2,51,0, ,17301.0
15812,34,11,2,1,22,6,5,50116,2,9.0,1,1.0,8411,4,2,2,51,0,1,34963.0
15812,57,11,1,2,35,5,5,50116,2,9.0,3,1.0,4923,3,6,2,36,8, ,13985.0
15812,91,11,1,1,43,1,5,50116,2,5.0,2,1.0,4922,4,6,7,46,0, ,28355.0
15814,26,11,1,1,67,2,5,50101,2,10.0,5,1.0,8413,3,2,6,40,5, ,34441.0
15814,89,11,3,1,41,6,5,50101,2,8.0,3,1.0,8530,3,2,2,30,10, ,28802.0
15814,140,11,1,1,74,3,5,50101,2,10.0,5,1.0,8411,3,2,6,40,12, ,37210.0
15815,58,11,1,2,61,5,5,50101,2,6.0,5,1.0,4752,3,6,7,54,0, ,7831.0
15815,75,11,1,2,30,5,5,50101,2,5.0,1,1.0,4781,3,6,7,55,1, ,14637.0
15815,92,11,1,2,35,5,5,50101,2,8.0,3,1.0,4100,3,6,5,54,0, ,47194.0
15816,13,11,1,1,28,6,5,50116,2,6.0,5,1.0,4630,4,6,2,47,0, ,10725.0
15816,13,11,3,1,22,6,5,50116,2,6.0,5,1.0,4630,4,6,7,59,1, ,11500.0
15816,13,11,4,1,19,6,5,50116,2,6.0,5,1.0,4630,4,6,7,57,1, ,10273.0
15816,21,11,1,2,44,5,5,50116,2,6.0,5,1.0,9700,6, ,7,33,0, ,7150.0
15816,21,11,2,1,20,6,5,50116,2,6.0,5,1.0,4922,4,6,7,35,0, ,3575.0
15816,42,11,1,1,67,2,5,50116,2,1.0, ,1.0,4100,4,6,7,48,1, ,20622.0
15816,42,11,4,1,22,6,5,50116,2,6.0,5,1.0,4100,4,6,7,48,0, ,2860.0
15816,42,11,5,2,19,6,5,50116,2,6.0,5,1.0,5510,4,6,7,49,0, ,6435.0
15816,58,11,2,2,30,1,5,50116,2,6.0,5,1.0,5610,4,6,7,60,4, ,9534.0
15816,72,11,1,1,53,2,5,50116,2,5.0,4,1.0,4100,4,6,7,48,0, ,28363.0
15817,3,11,1,2,41,6,5,50110,2,10.0,5,1.0,6419,3,6,2,40,4, ,31576.0
15817,24,11,2,2,30,6,5,50110,2,8.0,3,1.0,5610,3,6,1,48,0, ,13883.0
15817,62,11,1,1,37,2,5,50110,2,8.0,3,1.0,7730,4,6,2,48,3,1,10581.0
15817,62,11,2,2,34,2,5,50110,2,7.0,2,1.0,9700,6, ,7,20,0,1,7149.0
15817,82,11,1,1,59,2,5,50110,2,10.0,5,1.0,8510,3,2,1,40,36, ,39142.0
15817,82,11,3,1,27,6,5,50110,2,7.0,3,1.0,5610,4,6,2,50,4,1,19780.0
15817,101,11,2,1,20,6,5,50110,2,5.0,2,1.0,4100,4,6,7,44,0, ,17064.0
15818,20,11,2,2,45,6,5,50101,2,11.0,2,1.0,8510,3,2,1,30,5, ,35139.0
15818,20,11,4,2,51,2,5,50101,2,10.0,5,1.0,8610,3,2,1,48,20,5,64331.0
15818,43,11,1,2,34,1,5,50101,2,10.0,5,1.0,8423,3,2,6,40,4, ,40775.0
15818,43,11,2,1,44,1,5,50101,2,9.0,1,1.0,8411,3,2,6,40,6, ,31241.0
15818,67,11,1,2,66,4,5,50101,2,11.0,3,1.0,8530,3,6,2,40,0, ,28962.0
15818,67,11,2,2,42,6,5,50101,2,11.0,2,1.0,8411,3,2,2,43,0, ,57628.0
15819,30,11,1,1,49,2,5,50104,2,8.0,3,1.0,4210,3,6,2,50,2, ,44763.0
15819,41,11,1,2,33,6,5,50104,2,8.0,3,1.0,9311,3,6,7,24,2,1,17564.0
15819,51,11,3,1,28,6,5,50104,2,6.0,5,1.0,4100,4,6,7,45,0, ,29231.0
15819,51,11,4,2,18,6,5,50104,2,6.0,5,1.0,4782,3,6,7,60,1, ,9758.0
15819,51,11,6,2,20,1,5,50104,2,6.0,5,1.0,4741,3,6,7,60,0, ,19637.0
15819,51,11,7,1,23,1,5,50104,2,6.0,5,1.0,4100,4,6,7,48,0,1,17380.0
15819,51,11,8,2,23,1,5,50104,2,7.0,2,1.0,5610,4,6,7,36,1, ,8538.0
15819,82,11,2,1,54,1,5,50104,2,11.0,2,1.0,8610,3,2,1,48,29, ,22382.0
15820,13,11,1,2,63,3,5,50110,2,11.0,2,1.0,8510,3,2,1,30,39,1,16038.0
15820,64,11,1,1,35,1,5,50110,2,5.0,4,1.0,4100,4,6,7,41,0, ,7181.0
15820,64,11,2,2,40,1,5,50110,2,7.0,2,1.0,4721,3,6,7,33,0, ,5984.0
15820,72,11,3,1,23,6,5,50110,2,8.0,3,1.0,3510,3,3,5,45,1, ,14841.0
15821,90,11,3,1,25,6,5,50101,2,9.0,3,1.0,9000,4,6,7,36,0, ,1788.0
15821,107,11,3,1,33,1,5,50101,2,10.0,5,1.0,7110,3,6,7,40,0, ,19783.0
15821,107,11,5,2,62,6,5,50101,2,8.0,5,1.0,8510,3,2,1,30,38, ,33666.0
15821,197,11,1,1,45,2,5,50101,2,11.0,2,1.0,8413,3,2,1,32,12, ,55475.0
15822,14,11,1,1,41,2,5,50104,2,10.0,5,1.0,8411,3,2,5,40,1, ,12215.0
15822,40,11,3,2,20,6,5,50104,2,9.0,4,1.0,9000,3,6,7,14,0, ,4225.0
15822,62,11,1,2,35,5,5,50104,2,5.0,1,1.0,1410,4,6,7,58,0, ,20597.0
15822,62,11,2,1,15,6,5,50104,2,5.0,3,1.0,1410,4,6,7,6,0, ,2641.0
15822,136,11,1,2,42,5,5,50104,2,5.0,3,1.0,9700,6, ,7,17,0, ,4753.0
15822,205,11,3,1,20,6,5,50104,2,9.0,2,1.0,5621,3,6,7,8,0, ,6338.0
15823,11,11,1,2,45,6,5,50104,2,10.0,5,1.0,8510,3,2,2,30,0, ,19628.0
15823,22,11,1,1,44,5,5,50104,2,10.0,5,1.0,8412,3,2,6,40,0, ,32554.0
15823,47,11,1,2,40,1,5,50104,2,8.0,3,1.0,8610,3,2,1,40,8, ,38010.0
15823,47,11,2,1,42,1,5,50104,2,10.0,5,1.0,8510,3,2,1,30,0, ,41525.0
15823,59,11,1,1,64,1,5,50104,2,10.0,5,1.0,8610,3,2,1,60,15, ,21210.0
15823,59,11,3,2,32,6,5,50104,2,11.0,2,1.0,8530,3,2,6,40,3,1,17277.0
15824,4,11,2,2,19,6,5,50104,2,6.0,5,1.0,4921,4,6,7,72,0, ,15579.0
15824,38,11,1,2,48,5,5,50104,2,9.0,3,1.0,9700,6, ,7,41,1, ,9606.0
15824,44,11,1,1,44,1,5,50104,2,5.0,2,1.0,113,4,6,7,48,0, ,13733.0
15824,44,11,3,1,21,6,5,50104,2,6.0,5,1.0,4100,4,6,7,48,0, ,17102.0
15824,44,11,7,2,22,5,5,50104,2,6.0,5,1.0,9499,3,6,7,30,2,1,3602.0
15825,23,11,1,2,30,1,5,50401,4,6.0,5,1.0,5610,4,6,7,36,0, ,7329.0
15825,23,11,2,1,36,1,5,50401,4,6.0,5,1.0,4530,4,6,7,16,0,1,4225.0
15825,48,11,3,1,32,6,5,50401,4,10.0,5,1.0,8411,3,2,6,54,1, ,57289.0
15825,48,11,5,1,28,6,5,50401,4,10.0,5,1.0,4220,3,6,5,40,0, ,30538.0
15825,48,11,6,1,25,6,5,50401,4,10.0,5,1.0,7830,3,6,2,45,2, ,21254.0
15825,66,11,3,1,34,1,5,50401,4,6.0,5,1.0,4923,4,6,7,16,0, ,14788.0
15825,81,11,4,2,20,6,5,50401,4,7.0,1,1.0,4771,3,6,7,67,0, ,10977.0
15825,130,11,1,1,26,1,5,50401,4,7.0,1,1.0,4100,4,6,7,48,0,1,13173.0
15825,130,11,2,2,37,1,5,50401,4,10.0,6,1.0,7110,3,6,5,40,0, ,20277.0
15826,75,11,1,2,45,2,5,50201,5,8.0,5,1.0,8510,3,2,2,30,0, ,23146.0
15826,75,11,2,1,45,2,5,50201,5,8.0,5,1.0,8510,3,2,1,30,4, ,16190.0
15826,91,11,1,2,58,2,5,50201,5,8.0,5,1.0,6910,3,6,2,40,5, ,17929.0
15826,106,11,2,2,63,1,5,50201,5,5.0,2,1.0,8411,3,2,1,40,44, ,17329.0
15827,49,11,2,1,31,2,5,50401,4,3.0,0,1.0,125,4,6,7,42,0, ,17157.0
15827,101,11,1,2,32,2,5,50401,4,3.0,0,1.0,111,4,6,7,21,0, ,6243.0
15827,134,11,4,2,30,5,5,50401,4,8.0,3,1.0,4771,3,6,7,12,0,1,2884.0
15828,1,11,1,2,30,5,5,50401,4,6.0,5,1.0,9529,4,6,7,66,0, ,7149.0
15828,24,11,1,1,49,2,5,50401,4,3.0,0,1.0,125,4,6,7,57,1, ,12394.0
15828,69,11,1,1,44,2,5,50401,4,6.0,5,1.0,128,4,6,7,27,0, ,12394.0
15830,3,11,1,2,46,5,5,50401,4,11.0,2,1.0,8510,3,2,2,30,6, ,50696.0
15830,3,11,2,2,25,6,5,50401,4,10.0,5,1.0,8690,3,6,7,21,1, ,5463.0
15830,63,11,2,2,34,1,5,50401,4,7.0,2,1.0,4781,3,6,7,16,0, ,4176.0
15830,135,11,2,2,35,6,5,50401,4,10.0,5,1.0,8411,3,2,5,40,0, ,26942.0
15830,153,11,1,2,42,2,5,50401,4,11.0,2,1.0,8510,3,2,1,30,13, ,42998.0
15830,153,11,2,1,42,2,5,50401,4,8.0,3,1.0,4520,3,6,7,48,2, ,28973.0
15831,1,11,3,1,25,6,5,50601,5,8.0,3,1.0,7730,4,6,7,13,0, ,9506.0
15831,14,11,1,1,49,3,5,50601,5,3.0,0,1.0,4100,4,6,7,42,0, ,21125.0
15831,27,11,1,1,44,6,5,50601,5,1.0, ,1.0,113,4,6,7,21,0,1,4753.0
15831,54,11,1,1,33,1,5,50601,5,5.0,1,1.0,729,4,6,7,45,0, ,9772.0
15831,54,11,2,2,30,1,5,50601,5,6.0,5,1.0,9700,6, ,7,48,0, ,5130.0
15831,68,11,3,2,41,2,5,50601,5,7.0,1,1.0,8411,3,2,6,48,4,1,14170.0
15831,94,11,1,1,60,2,5,50601,5,5.0,1,1.0,8413,4,2,1,40,39,1,7439.0
15832,15,11,3,1,16,6,5,51101,5,5.0,4,1.0,5610,3,6,7,30,0, ,3635.0
15833,19,11,2,2,17,6,5,50401,4,5.0,4,1.0,9700,6, ,7,16,0, ,1549.0
15834,52,11,1,2,44,1,5,50301,5,11.0,2,1.0,8510,3,2,1,40,13, ,19932.0
15834,52,11,2,1,37,1,5,50301,5,8.0,3,1.0,8411,3,2,2,40,0, ,33620.0
15835,53,11,1,1,51,2,5,50401,4,10.0,6,1.0,8521,3,2,1,40,12, ,53978.0
15835,53,11,2,2,49,2,5,50401,4,10.0,6,1.0,8521,3,2,1,40,11, ,44762.0
15835,88,11,1,2,52,6,5,50401,4,11.0,2,1.0,8610,3,2,1,42,14, ,59663.0
15835,159,11,1,1,60,2,5,50401,4,3.0,3,1.0,8411,4,2,1,41,14, ,16038.0
15836,32,11,1,1,29,1,5,50601,5,6.0,5,1.0,729,4,6,7,58,0, ,14301.0
15836,32,11,2,2,29,1,5,50601,5,7.0,2,1.0,8412,3,2,2,33,1, ,5963.0
15836,97,11,1,2,56,5,5,50601,5,6.0,5,1.0,8890,3,2,5,40,16,1,7156.0
15839,11,11,1,1,39,2,5,50108,5,3.0,0,1.0,4100,4,6,7,46,0, ,20729.0
15839,117,11,2,1,32,1,5,50108,5,6.0,5,1.0,4922,4,6,7,72,1, ,17102.0
15840,113,11,1,1,18,1,5,50401,4,6.0,5,1.0,4100,4,6,7,46,0, ,9606.0
15841,13,11,1,2,25,1,5,50601,5,6.0,5,1.0,9700,6, ,7,54,0, ,1199.0
15841,13,11,2,1,29,1,5,50601,5,5.0,4,1.0,810,4,6,7,40,4, ,18109.0
15841,76,11,2,1,28,1,5,50601,5,7.0,2,1.0,2511,4,6,7,45,0,1,19932.0
15841,96,11,1,1,30,1,5,50601,5,4.0,0,1.0,810,4,6,7,40,3, ,20772.0
15841,180,11,1,1,56,2,5,50601,5,6.0,5,1.0,8521,4,2,6,40,6, ,20832.0
15842,38,11,3,2,23,6,5,50502,5,7.0,3,1.0,5510,3,6,7,84,0, ,9758.0
15842,50,11,3,1,32,6,5,50502,5,10.0,5,1.0,8411,3,2,5,40,0, ,37811.0
15842,50,11,4,2,27,6,5,50502,5,6.0,5,1.0,9200,3,6,7,79,0,1,12197.0
15842,86,11,1,1,26,1,5,50502,5,6.0,5,1.0,127,4,6,7,48,0, ,20540.0
15842,86,11,2,2,20,1,5,50502,5,6.0,5,1.0,127,4,6,7,40,0, ,5267.0
15843,28,11,3,1,21,6,5,50105,5,6.0,5,1.0,111,4,6,7,48,1, ,17136.0
15843,69,11,1,2,31,5,5,50105,5,6.0,5,1.0,113,4,6,7,35,1, ,8411.0
15844,38,11,2,2,54,2,5,50501,5,6.0,5,1.0,8129,4,6,2,40,0, ,13715.0
15844,38,11,4,1,27,6,5,50501,5,8.0,3,1.0,4100,4,6,2,46,0, ,26238.0
15844,88,11,1,2,43,5,5,50501,5,6.0,5,1.0,8129,4,5,2,40,3, ,16518.0
15845,47,11,1,1,48,1,5,50701,5,7.0,2,1.0,8521,4,2,1,40,5, ,23820.0
15845,47,11,3,1,27,6,5,50701,5,8.0,5,1.0,8411,3,2,5,12,0, ,8551.0
15845,72,11,2,1,48,1,5,50701,5,8.0,3,1.0,8510,3,2,1,30,28, ,19056.0
15846,22,11,2,1,35,1,5,51005,5,5.0,2,1.0,729,4,6,2,84,0, ,18013.0
15846,22,11,3,1,14,6,5,51005,5,5.0,1,1.0,1071,4,6,7,8,0, ,3096.0
15846,97,11,3,1,28,6,5,51005,5,10.0,5,1.0,729,3,6,2,84,0, ,14482.0
15847,5,11,1,1,62,2,5,50801,5,6.0,5,1.0,8610,4,2,1,36,13, ,29198.0
15847,45,11,1,1,54,2,5,50801,5,8.0,3,1.0,8521,4,2,1,40,5, ,13217.0
15847,45,11,2,2,56,2,5,50801,5,10.0,5,1.0,8412,3,2,1,40,15, ,12136.0
15847,62,11,4,2,19,6,5,50801,5,7.0,1,1.0,1071,3,6,7,48,0, ,11535.0
15848,22,11,1,1,47,5,5,50619,5,4.0,0,1.0,4100,4,6,7,40,0, ,4220.0
15848,63,11,1,2,61,3,5,50619,5,7.0,3,1.0,8610,3,2,6,50,15,1,21641.0
15848,96,11,2,2,30,1,5,50619,5,5.0,3,1.0,9700,6, ,7,20,0, ,3122.0
15849,101,11,2,1,51,2,5,50301,5,10.0,5,1.0,8411,3,2,2,40,0, ,39143.0
15850,38,11,1,1,34,1,5,50705,5,6.0,5,1.0,729,4,6,7,45,1,1,10851.0
15850,108,11,1,1,32,1,5,50705,5,6.0,5,1.0,729,4,6,7,54,0, ,26273.0
15851,2,11,1,1,41,1,5,50508,5,9.0,3,1.0,8411,3,2,5,40,1,1,20247.0
15851,16,11,3,2,16,1,5,50508,5,5.0,4,1.0,127,4,6,7,24,0,1,9758.0
15851,16,11,4,1,20,1,5,50508,5,6.0,5,1.0,127,4,6,7,51,0, ,7298.0
15851,30,11,4,2,14,6,5,50508,5,5.0,2,1.0,4771,3,6,7,62,0, ,13539.0
15852,6,11,1,1,69,2,5,50601,5,6.0,5,1.0,8610,3,2,1,40,49, ,22867.0
15852,6,11,2,2,64,2,5,50601,5,8.0,5,1.0,8510,3,2,1,20,38, ,36429.0
15852,16,11,1,2,57,2,5,50601,5,8.0,5,1.0,8510,3,2,1,30,24, ,15143.0
15852,16,11,2,1,57,2,5,50601,5,7.0,2,1.0,8521,3,2,1,30,37, ,12346.0
15852,134,11,1,1,46,5,5,50601,5,8.0,5,1.0,8521,3,2,6,26,0,1,35578.0
15853,29,11,1,1,46,2,5,50508,5,6.0,5,1.0,4210,4,6,7,48,0, ,13107.0
15853,76,11,1,2,36,2,5,50508,5,3.0,0,1.0,9499,4,6,7,45,0,1,3575.0
15854,25,11,1,1,48,5,5,50619,5,6.0,5,1.0,729,4,6,2,51,24, ,40750.0
15854,52,11,2,2,38,1,5,50619,5,6.0,5,1.0,8411,3,2,2,28,1, ,6751.0
15854,79,11,1,1,50,1,5,50619,5,3.0,0,1.0,729,4,6,2,48,20, ,19832.0
15855,91,11,2,1,35,6,5,50401,4,9.0,2,1.0,4100,4,6,7,31,0, ,4803.0
15855,134,11,1,2,64,4,5,50401,4,11.0,3,1.0,8412,3,2,1,48,42, ,24254.0
15856,12,11,3,2,22,6,5,50701,5,8.0,5,1.0,8521,3,2,2,12,0,1,13347.0
15856,56,11,1,2,49,5,5,50701,5,5.0,1,1.0,4210,4,6,7,45,0, ,17161.0
15856,78,11,2,1,42,1,5,50701,5,3.0,0,1.0,4663,3,6,7,48,10, ,14301.0
15857,34,11,2,2,34,1,5,50502,5,4.0,0,1.0,128,4,6,7,31,5,1,3351.0
15857,50,11,4,1,16,6,5,50502,5,5.0,4,1.0,128,4,6,7,8,0,1,2159.0
15857,98,11,3,1,24,6,5,50502,5,6.0,5,1.0,127,4,6,7,40,5, ,14511.0
15858,61,11,2,2,37,1,7,50408,5,3.0,0,1.0,128,4,6,7,24,0,1,4648.0
15858,61,11,3,1,25,6,7,50408,5,3.0,0,1.0,5021,4,6,7,84,0, ,10845.0
15858,139,11,1,2,51,4,7,50408,5,8.0,3,1.0,8610,3,2,1,36,14,1,20779.0
15859,26,11,2,2,20,1,7,50503,5,6.0,5,1.0,128,4,6,7,16,0,1,5281.0
15859,84,11,1,1,47,1,7,50503,5,4.0,0,1.0,127,4,6,7,59,0, ,20277.0
15860,36,11,2,2,52,1,7,50507,5,6.0,5,1.0,8412,3,2,5,40,12,1,7660.0
15860,36,11,3,1,24,6,7,50507,5,9.0,2,1.0,127,4,6,7,29,1, ,4766.0
15860,54,11,2,1,21,6,7,50507,5,5.0,4,1.0,127,4,6,7,32,2,1,7739.0
15860,105,11,1,2,41,5,7,50507,5,8.0,5,1.0,8510,3,2,2,24,13, ,39376.0
15860,122,11,2,2,47,2,7,50507,5,5.0,2,1.0,128,4,6,7,41,3,1,7739.0
15860,122,11,4,1,24,6,7,50507,5,9.0,1,1.0,5610,3,6,7,24,0, ,5159.0
15861,138,11,1,2,36,5,7,50509,5,4.0,0,1.0,127,4,6,7,54,4, ,12869.0
15862,119,11,1,1,46,2,7,50407,5,3.0,0,1.0,127,4,6,7,35,0,1,12927.0
15862,119,11,6,2,19,6,7,50407,5,6.0,5,1.0,4721,3,6,7,72,1, ,6196.0
15863,131,11,1,2,50,5,7,50503,5,4.0,0,1.0,8411,4,2,5,50,0,1,13437.0
15864,57,11,3,1,22,6,7,50507,5,8.0,3,1.0,8610,3,2,6,42,1, ,21973.0
15864,114,11,1,1,51,6,7,50507,5,6.0,5,1.0,127,4,6,7,26,2, ,8359.0
15865,18,11,2,1,28,1,7,50503,5,6.0,5,1.0,4100,4,6,7,46,0, ,39795.0
15865,34,11,2,2,49,1,7,50503,5,3.0,0,1.0,128,4,6,7,40,0, ,5958.0
15865,34,11,3,1,26,6,7,50503,5,5.0,4,1.0,128,4,6,7,24,0,1,12383.0
15865,51,11,1,2,42,6,7,50503,5,6.0,5,1.0,4741,3,6,7,66,0, ,15918.0
15865,51,11,2,2,23,6,7,50503,5,8.0,3,1.0,8411,3,2,5,30,1, ,27887.0
15865,51,11,3,1,20,6,7,50503,5,7.0,2,1.0,4741,4,6,7,40,0, ,15918.0
15865,67,11,1,1,46,1,7,50503,5,6.0,5,1.0,6419,4,6,2,46,4,1,15848.0
15865,117,11,1,2,46,6,7,50503,5,8.0,5,1.0,8510,3,2,1,30,12, ,40154.0
15869,181,11,2,2,16,6,5,50203,7,5.0,4,1.0,5610,3,6,7,20,2,1,3122.0
15869,186,11,3,2,14,6,5,50203,7,5.0,2,1.0,4722,3,6,7,2,0,1,241.0
